_CASE_KEY	Variant	Pizza Type	Pizza Size	Weekday	Daytime	Customer_Location	Customer_Type	Revenue
487	2	Salami	Large	Sunday	13	Munich District One	Teenager	10
488	2	Funghi	Medium	Saturday	15	Munich District One	Student	36
489	9	Funghi	Medium	Sunday	12	Munich District One	Teenager	37
490	1	Magherita	Large	Sunday	15	Munich District One	Senior	18
491	8	Veggie	Small	Monday	15	Munich District Two	Student	52
492	1	Calzone	Small	Saturday	14	Munich District Two	Student	8
493	6	Salami	Small	Friday	21	Munich District Five	Student	21
495	2	Speciale	Small	Sunday	11	Munich District One	Student	10
496	3	Salami	Small	Sunday	13	Munich District Two	Teenager	11
497	1	Salami	Small	Saturday	10	Munich District One	Student	39
498	2	Speciale	Small	Saturday	11	Munich District Four	Student	16
499	2	Funghi	Large	Sunday	13	Munich District Three	Teenager	5
500	1	Salami	Large	Saturday	10	Munich District One	Student	29
501	1	Salami	Small	Wednesday	18	Munich District One	Student	21
502	3	Magherita	Small	Saturday	12	Munich District Five	Teenager	10
503	2	Salami	Large	Sunday	19	Munich District One	Adult	51
504	1	Funghi	Large	Saturday	17	Munich District Two	Adult	49
505	1	Magherita	Large	Friday	20	Munich District Five	Student	9
506	2	Funghi	Medium	Friday	18	Munich District Three	Student	29
507	4	Salami	Small	Sunday	16	Munich District One	Student	36
508	1	Salami	Large	Sunday	11	Munich District One	Student	33
509	4	Salami	Small	Friday	18	Munich District One	Teenager	29
510	3	Salami	Medium	Friday	18	Munich District One	Adult	8
511	1	Calzone	Small	Friday	12	Munich District Five	Student	10
512	1	Funghi	Medium	Wednesday	11	Munich District Two	Student	6
513	1	Calzone	Large	Saturday	18	Munich District Three	Student	8
514	3	Salami	Medium	Saturday	19	Munich District One	Student	36
515	9	Paprika	Small	Friday	12	Munich District One	Student	5
516	2	Speciale	Medium	Sunday	15	Munich District One	Student	36
517	1	Salami	Large	Friday	12	Munich District One	Student	36
518	2	Salami	Medium	Friday	12	Munich District Three	Student	10
519	3	Funghi	Large	Friday	13	Munich District Five	Student	5
520	8	Magherita	Small	Tuesday	18	Munich District Five	Adult	49
521	1	Salami	Large	Sunday	19	Munich District Four	Student	4
522	6	Salami	Medium	Sunday	14	Munich District Four	Student	39
523	3	Funghi	Small	Sunday	13	Munich District One	Student	12
524	1	Calzone	Large	Wednesday	13	Munich District One	Adult	10
526	1	Funghi	Medium	Saturday	18	Munich District One	Senior	29
527	1	Salami	Large	Saturday	13	Munich District Five	Senior	36
528	2	Calzone	Large	Sunday	21	Munich District One	Teenager	36
529	8	Salami	Large	Saturday	14	Munich District One	Adult	29
530	6	Salami	Large	Tuesday	12	Munich District One	Adult	6
531	6	Funghi	Medium	Sunday	18	Munich District Four	Student	15
533	3	Magherita	Small	Saturday	13	Munich District One	Teenager	6
534	4	Calzone	Small	Saturday	14	Munich District One	Student	9
535	2	Funghi	Medium	Saturday	13	Munich District Four	Senior	21
536	6	Calzone	Large	Sunday	21	Munich District One	Teenager	51
537	4	Veggie	Small	Saturday	18	Munich District One	Student	10
538	3	Speciale	Medium	Sunday	20	Munich District One	Student	28
539	7	Magherita	Large	Wednesday	20	Munich District Two	Student	21
540	1	Paprika	Large	Friday	19	Munich District One	Adult	10
541	1	Funghi	Large	Friday	14	Munich District Three	Student	4
542	4	Funghi	Small	Sunday	12	Munich District Three	Student	47
543	2	Funghi	Large	Saturday	14	Munich District One	Student	11
544	8	Salami	Medium	Wednesday	18	Munich District One	Student	29
545	3	Magherita	Medium	Friday	19	Munich District One	Teenager	9
546	2	Veggie	Large	Sunday	13	Munich District One	Student	6
547	2	Speciale	Medium	Thursday	14	Munich District Three	Adult	6
548	1	Funghi	Small	Sunday	12	Munich District Four	Adult	22
549	3	Salami	Medium	Saturday	19	Munich District Four	Student	29
550	4	Salami	Small	Friday	19	Munich District Five	Student	50
551	9	Funghi	Medium	Thursday	12	Munich District Four	Teenager	10
552	3	Speciale	Small	Saturday	20	Munich District Five	Student	23
553	1	Calzone	Small	Sunday	12	Munich District Four	Student	49
554	1	Calzone	Small	Saturday	12	Munich District One	Adult	10
555	3	Speciale	Large	Monday	11	Munich District Three	Senior	10
556	1	Calzone	Large	Monday	21	Munich District Two	Student	32
557	6	Salami	Large	Sunday	14	Munich District Four	Teenager	51
558	2	Funghi	Medium	Saturday	18	Munich District Two	Teenager	11
560	4	Funghi	Small	Saturday	12	Munich District Two	Student	21
562	7	Magherita	Small	Sunday	12	Munich District One	Teenager	9
563	1	Calzone	Small	Sunday	18	Munich District Four	Teenager	30
564	2	Speciale	Small	Sunday	18	Munich District One	Teenager	47
565	2	Veggie	Small	Saturday	14	Munich District One	Adult	11
566	2	Funghi	Small	Friday	12	Munich District Two	Adult	10
567	1	Salami	Medium	Sunday	14	Munich District Two	Adult	6
568	1	Salami	Small	Sunday	12	Munich District Two	Teenager	10
569	3	Salami	Large	Saturday	17	Munich District One	Student	33
571	8	Funghi	Small	Thursday	12	Munich District Two	Student	6
572	2	Calzone	Large	Wednesday	13	Munich District Five	Student	5
573	1	Calzone	Small	Friday	15	Munich District One	Student	21
574	3	Veggie	Medium	Saturday	13	Munich District One	Teenager	11
575	1	Paprika	Large	Saturday	19	Munich District Four	Student	29
576	1	Salami	Large	Friday	19	Munich District Four	Adult	29
577	1	Salami	Large	Sunday	21	Munich District One	Student	10
578	1	Funghi	Large	Friday	14	Munich District Two	Adult	47
579	1	Magherita	Large	Saturday	18	Munich District Two	Adult	50
580	2	Salami	Large	Saturday	16	Munich District Four	Student	23
581	2	Funghi	Large	Sunday	18	Munich District One	Student	9
582	3	Veggie	Medium	Saturday	20	Munich District One	Adult	34
583	1	Paprika	Small	Friday	12	Munich District Two	Student	10
584	1	Salami	Medium	Tuesday	13	Munich District One	Teenager	36
585	1	Salami	Medium	Thursday	21	Munich District Two	Teenager	12
586	3	Magherita	Small	Tuesday	13	Munich District One	Student	39
587	1	Salami	Medium	Friday	20	Munich District Four	Teenager	49
588	3	Funghi	Small	Friday	19	Munich District Two	Adult	21
589	1	Salami	Medium	Wednesday	19	Munich District Three	Teenager	25
590	2	Magherita	Small	Friday	10	Munich District Three	Senior	36
591	7	Magherita	Small	Friday	21	Munich District One	Student	29
592	7	Salami	Large	Saturday	13	Munich District Four	Student	15
593	1	Salami	Small	Sunday	18	Munich District One	Adult	36
594	2	Funghi	Small	Sunday	19	Munich District Four	Teenager	6
595	3	Funghi	Medium	Sunday	16	Munich District Two	Student	29
596	4	Calzone	Small	Wednesday	12	Munich District Two	Teenager	8
597	6	Salami	Large	Wednesday	18	Munich District Two	Student	6
598	3	Paprika	Large	Saturday	13	Munich District One	Student	35
599	2	Paprika	Medium	Tuesday	12	Munich District Two	Adult	29
600	6	Magherita	Small	Friday	12	Munich District Four	Student	36
601	2	Salami	Large	Saturday	12	Munich District One	Teenager	21
602	2	Calzone	Small	Wednesday	12	Munich District One	Student	8
603	4	Veggie	Small	Friday	14	Munich District Two	Student	39
604	6	Salami	Small	Wednesday	13	Munich District One	Teenager	44
605	9	Funghi	Large	Tuesday	21	Munich District Three	Student	12
606	1	Calzone	Medium	Sunday	13	Munich District One	Teenager	10
607	1	Salami	Small	Saturday	14	Munich District One	Student	6
608	2	Speciale	Medium	Tuesday	13	Munich District Two	Student	9
609	3	Paprika	Small	Friday	19	Munich District One	Student	11
610	1	Funghi	Medium	Sunday	17	Munich District Three	Teenager	55
612	2	Salami	Small	Wednesday	14	Munich District Three	Student	29
613	7	Magherita	Large	Sunday	15	Munich District Two	Student	33
614	4	Salami	Large	Wednesday	18	Munich District One	Student	29
615	2	Funghi	Small	Saturday	17	Munich District Two	Student	21
616	2	Funghi	Small	Saturday	19	Munich District Five	Student	36
617	4	Magherita	Large	Sunday	21	Munich District Four	Teenager	8
618	1	Magherita	Large	Sunday	19	Munich District Four	Student	29
619	4	Magherita	Small	Saturday	18	Munich District One	Student	10
620	2	Speciale	Medium	Sunday	19	Munich District One	Teenager	6
621	3	Funghi	Small	Friday	13	Munich District Five	Student	35
622	1	Paprika	Medium	Sunday	12	Munich District Five	Student	11
623	2	Funghi	Medium	Saturday	18	Munich District Four	Adult	55
624	4	Salami	Large	Friday	18	Munich District Three	Adult	36
625	8	Veggie	Large	Saturday	14	Munich District One	Student	29
626	6	Calzone	Small	Friday	13	Munich District Three	Teenager	44
627	4	Magherita	Small	Saturday	13	Munich District Three	Student	6
628	8	Calzone	Large	Thursday	18	Munich District One	Student	52
629	1	Salami	Large	Sunday	14	Munich District Three	Adult	17
631	1	Salami	Large	Friday	12	Munich District Four	Adult	21
632	4	Salami	Medium	Friday	18	Munich District One	Student	11
633	4	Paprika	Large	Sunday	18	Munich District Three	Student	36
634	4	Salami	Small	Sunday	20	Munich District One	Student	36
635	3	Funghi	Small	Tuesday	14	Munich District One	Adult	53
636	1	Calzone	Small	Sunday	12	Munich District Three	Teenager	13
637	3	Funghi	Small	Wednesday	12	Munich District One	Student	9
638	1	Salami	Large	Thursday	11	Munich District Two	Student	21
639	1	Funghi	Large	Thursday	18	Munich District One	Student	6
640	9	Magherita	Small	Sunday	13	Munich District Five	Senior	10
641	2	Magherita	Medium	Thursday	19	Munich District One	Student	10
642	4	Magherita	Small	Sunday	17	Munich District Four	Student	49
643	4	Salami	Large	Sunday	14	Munich District Five	Adult	10
644	1	Paprika	Large	Sunday	13	Munich District Two	Teenager	20
645	1	Speciale	Small	Sunday	17	Munich District Three	Teenager	8
646	2	Salami	Small	Sunday	12	Munich District Three	Teenager	36
647	3	Funghi	Medium	Friday	21	Munich District One	Student	10
648	8	Funghi	Large	Wednesday	18	Munich District Three	Student	43
649	2	Funghi	Small	Friday	13	Munich District One	Adult	21
650	6	Speciale	Medium	Friday	19	Munich District Three	Student	36
652	3	Salami	Large	Sunday	19	Munich District Five	Teenager	5
653	2	Salami	Large	Friday	19	Munich District Five	Teenager	36
654	2	Magherita	Small	Saturday	12	Munich District Two	Student	37
655	1	Paprika	Large	Friday	12	Munich District One	Student	21
656	2	Calzone	Small	Friday	21	Munich District One	Teenager	29
657	8	Magherita	Medium	Friday	15	Munich District Three	Student	10
658	1	Magherita	Small	Saturday	12	Munich District One	Teenager	31
659	1	Funghi	Large	Friday	13	Munich District One	Senior	5
660	7	Funghi	Large	Saturday	12	Munich District One	Student	54
661	1	Funghi	Medium	Friday	18	Munich District One	Student	6
662	2	Salami	Small	Friday	18	Munich District Two	Adult	9
663	1	Funghi	Medium	Friday	12	Munich District Three	Student	11
664	1	Funghi	Small	Saturday	18	Munich District Five	Student	8
665	8	Funghi	Medium	Sunday	19	Munich District Five	Student	9
666	6	Speciale	Large	Tuesday	18	Munich District Two	Student	21
667	8	Salami	Medium	Saturday	19	Munich District Four	Senior	29
669	1	Speciale	Small	Friday	18	Munich District One	Adult	22
671	1	Calzone	Small	Sunday	14	Munich District One	Teenager	21
672	1	Salami	Small	Sunday	13	Munich District One	Adult	29
673	2	Salami	Large	Sunday	13	Munich District One	Adult	6
674	6	Magherita	Small	Saturday	12	Munich District One	Student	11
675	2	Magherita	Small	Saturday	19	Munich District One	Student	11
676	3	Veggie	Small	Friday	12	Munich District Four	Student	5
677	6	Funghi	Large	Wednesday	13	Munich District One	Student	21
678	2	Salami	Small	Saturday	12	Munich District Three	Student	6
679	1	Calzone	Medium	Sunday	13	Munich District One	Student	5
680	1	Salami	Large	Sunday	21	Munich District Three	Student	21
681	1	Salami	Large	Saturday	19	Munich District One	Adult	10
682	1	Salami	Small	Friday	19	Munich District Three	Student	36
684	2	Speciale	Small	Friday	12	Munich District Four	Student	30
685	6	Salami	Large	Saturday	12	Munich District One	Student	29
687	1	Magherita	Large	Sunday	17	Munich District One	Student	5
688	2	Calzone	Medium	Wednesday	10	Munich District Three	Teenager	13
689	2	Salami	Small	Friday	18	Munich District Four	Student	10
690	1	Calzone	Large	Sunday	12	Munich District One	Teenager	9
691	1	Veggie	Small	Friday	13	Munich District One	Student	5
692	4	Salami	Small	Sunday	13	Munich District One	Adult	10
693	6	Magherita	Small	Friday	19	Munich District One	Student	23
694	4	Magherita	Medium	Friday	19	Munich District Four	Teenager	5
695	1	Salami	Small	Sunday	18	Munich District Five	Student	31
696	8	Speciale	Large	Tuesday	12	Munich District One	Student	29
697	7	Salami	Large	Sunday	18	Munich District One	Student	47
698	2	Speciale	Small	Saturday	19	Munich District One	Student	34
699	4	Salami	Small	Friday	12	Munich District Two	Teenager	50
700	2	Calzone	Medium	Sunday	13	Munich District Four	Teenager	44
701	3	Paprika	Small	Friday	19	Munich District Three	Student	20
702	1	Salami	Small	Saturday	13	Munich District Four	Teenager	9
703	4	Speciale	Large	Friday	12	Munich District Five	Student	46
704	1	Magherita	Medium	Wednesday	18	Munich District Three	Senior	36
705	2	Salami	Small	Sunday	18	Munich District Three	Student	8
706	1	Paprika	Large	Sunday	19	Munich District Four	Senior	47
707	2	Paprika	Large	Friday	13	Munich District Three	Student	19
708	4	Magherita	Large	Saturday	13	Munich District Two	Senior	36
709	1	Salami	Small	Sunday	12	Munich District One	Student	5
710	3	Funghi	Small	Friday	12	Munich District Two	Teenager	19
711	2	Salami	Small	Saturday	14	Munich District Five	Teenager	11
712	3	Salami	Small	Thursday	13	Munich District Four	Teenager	12
714	1	Salami	Large	Friday	12	Munich District One	Teenager	46
715	2	Magherita	Large	Thursday	18	Munich District Two	Student	6
716	3	Magherita	Large	Thursday	12	Munich District One	Teenager	8
717	2	Funghi	Medium	Monday	12	Munich District Two	Student	29
718	2	Calzone	Small	Sunday	11	Munich District One	Student	36
719	1	Funghi	Large	Friday	12	Munich District Two	Senior	8
720	4	Calzone	Large	Thursday	19	Munich District One	Senior	6
721	4	Salami	Large	Tuesday	14	Munich District One	Student	5
722	2	Speciale	Medium	Saturday	18	Munich District One	Teenager	10
723	1	Salami	Medium	Sunday	18	Munich District Three	Student	36
724	6	Paprika	Large	Saturday	12	Munich District One	Student	29
726	6	Calzone	Small	Saturday	13	Munich District One	Senior	44
727	3	Funghi	Medium	Friday	12	Munich District Two	Adult	56
728	3	Speciale	Small	Saturday	13	Munich District One	Adult	11
729	1	Magherita	Small	Sunday	12	Munich District One	Student	21
730	1	Calzone	Small	Saturday	18	Munich District Three	Student	35
731	1	Funghi	Large	Friday	19	Munich District One	Teenager	10
732	4	Funghi	Small	Sunday	12	Munich District Four	Teenager	12
733	1	Calzone	Small	Sunday	19	Munich District Two	Student	18
734	4	Funghi	Large	Friday	11	Munich District Three	Senior	10
735	7	Calzone	Small	Wednesday	12	Munich District Three	Senior	15
736	3	Funghi	Large	Friday	19	Munich District Three	Student	6
737	3	Paprika	Small	Sunday	19	Munich District Five	Student	6
738	2	Calzone	Medium	Sunday	18	Munich District One	Student	25
739	7	Calzone	Medium	Thursday	19	Munich District Two	Student	29
740	8	Magherita	Medium	Saturday	16	Munich District One	Student	49
741	3	Funghi	Medium	Sunday	18	Munich District Four	Teenager	54
742	1	Salami	Small	Sunday	12	Munich District Three	Student	35
743	1	Salami	Small	Friday	14	Munich District Two	Teenager	29
744	3	Salami	Medium	Sunday	14	Munich District Two	Teenager	17
745	6	Funghi	Large	Friday	18	Munich District Three	Student	5
748	3	Funghi	Medium	Thursday	12	Munich District Three	Adult	13
749	2	Funghi	Small	Sunday	19	Munich District One	Student	24
750	7	Funghi	Medium	Friday	18	Munich District Three	Student	36
751	2	Funghi	Small	Wednesday	18	Munich District Three	Student	49
752	3	Salami	Medium	Friday	12	Munich District One	Teenager	22
753	1	Veggie	Large	Sunday	13	Munich District Two	Adult	18
754	1	Salami	Small	Saturday	13	Munich District Three	Student	19
755	7	Magherita	Large	Wednesday	14	Munich District One	Teenager	21
756	1	Calzone	Large	Monday	12	Munich District Three	Student	11
757	6	Speciale	Small	Sunday	12	Munich District One	Student	9
758	1	Salami	Large	Wednesday	14	Munich District Two	Teenager	11
760	2	Salami	Small	Sunday	18	Munich District One	Student	29
761	1	Funghi	Small	Friday	18	Munich District One	Student	9
762	3	Calzone	Medium	Sunday	12	Munich District Two	Student	47
763	6	Salami	Large	Wednesday	11	Munich District Three	Teenager	17
764	6	Magherita	Small	Tuesday	19	Munich District Four	Student	16
765	3	Magherita	Medium	Sunday	14	Munich District Four	Student	9
766	4	Funghi	Large	Tuesday	19	Munich District Two	Adult	44
767	3	Speciale	Medium	Monday	14	Munich District Four	Adult	5
768	3	Calzone	Large	Wednesday	12	Munich District One	Student	36
769	2	Salami	Medium	Saturday	19	Munich District One	Student	29
770	1	Funghi	Small	Friday	11	Munich District One	Adult	10
772	3	Magherita	Medium	Friday	10	Munich District One	Student	29
774	1	Magherita	Large	Monday	19	Munich District One	Adult	11
776	1	Magherita	Medium	Sunday	18	Munich District One	Student	36
777	9	Funghi	Large	Friday	18	Munich District Four	Student	29
778	3	Salami	Medium	Saturday	14	Munich District Two	Teenager	6
780	6	Magherita	Medium	Saturday	10	Munich District Four	Adult	21
781	1	Funghi	Medium	Sunday	17	Munich District One	Student	11
782	1	Salami	Small	Friday	13	Munich District Three	Student	29
783	3	Speciale	Medium	Friday	17	Munich District One	Student	29
784	3	Magherita	Large	Sunday	18	Munich District One	Student	21
785	2	Calzone	Small	Thursday	19	Munich District One	Student	8
786	3	Funghi	Medium	Wednesday	12	Munich District Two	Teenager	19
787	2	Veggie	Large	Friday	17	Munich District Three	Teenager	19
788	1	Veggie	Large	Sunday	18	Munich District Two	Student	36
789	3	Magherita	Large	Sunday	18	Munich District Three	Student	36
791	1	Funghi	Medium	Sunday	19	Munich District Five	Student	8
792	9	Funghi	Medium	Friday	11	Munich District One	Student	54
793	2	Salami	Small	Friday	14	Munich District Three	Student	5
794	7	Salami	Medium	Saturday	18	Munich District Three	Student	10
795	1	Veggie	Large	Friday	19	Munich District Four	Student	12
796	2	Salami	Small	Wednesday	19	Munich District One	Teenager	8
797	2	Paprika	Large	Wednesday	18	Munich District One	Student	9
798	2	Funghi	Medium	Saturday	17	Munich District Three	Student	25
799	3	Salami	Small	Friday	18	Munich District Three	Teenager	17
801	6	Speciale	Large	Sunday	19	Munich District Five	Teenager	54
802	4	Salami	Small	Wednesday	18	Munich District Five	Adult	16
803	4	Magherita	Large	Friday	12	Munich District Three	Student	36
804	4	Paprika	Small	Friday	19	Munich District Two	Student	56
805	1	Magherita	Small	Sunday	11	Munich District Two	Teenager	17
806	4	Funghi	Medium	Friday	12	Munich District Three	Student	36
807	3	Veggie	Large	Wednesday	18	Munich District Two	Adult	24
808	4	Salami	Small	Friday	13	Munich District Five	Teenager	9
809	1	Magherita	Large	Friday	13	Munich District One	Adult	9
810	2	Veggie	Medium	Saturday	19	Munich District Four	Student	30
811	4	Speciale	Small	Sunday	12	Munich District Four	Teenager	50
812	7	Funghi	Large	Friday	13	Munich District Five	Student	5
813	3	Calzone	Small	Sunday	20	Munich District One	Senior	10
814	1	Veggie	Medium	Wednesday	12	Munich District One	Adult	29
815	2	Funghi	Large	Saturday	21	Munich District Two	Teenager	12
817	4	Calzone	Small	Friday	14	Munich District Three	Student	36
818	6	Salami	Small	Saturday	18	Munich District Five	Student	10
819	6	Calzone	Medium	Friday	19	Munich District Four	Student	6
820	2	Veggie	Small	Saturday	13	Munich District One	Student	21
821	4	Salami	Large	Friday	12	Munich District One	Student	21
822	1	Salami	Large	Sunday	20	Munich District Two	Teenager	49
823	3	Salami	Medium	Sunday	13	Munich District Three	Adult	46
825	4	Funghi	Large	Sunday	21	Munich District Five	Student	21
826	6	Funghi	Small	Friday	18	Munich District Two	Adult	36
827	3	Funghi	Small	Wednesday	17	Munich District Three	Student	5
828	3	Funghi	Small	Sunday	12	Munich District One	Student	9
829	1	Calzone	Small	Saturday	18	Munich District One	Adult	9
830	9	Funghi	Small	Thursday	20	Munich District Four	Student	10
831	3	Salami	Small	Sunday	16	Munich District Two	Adult	11
832	2	Veggie	Small	Wednesday	13	Munich District One	Teenager	46
833	3	Calzone	Small	Wednesday	21	Munich District Two	Teenager	52
834	8	Veggie	Small	Saturday	18	Munich District Four	Teenager	10
835	3	Salami	Large	Saturday	13	Munich District One	Teenager	55
836	1	Salami	Large	Saturday	17	Munich District Three	Student	21
837	6	Salami	Large	Friday	14	Munich District Two	Adult	52
838	7	Salami	Medium	Monday	12	Munich District One	Student	8
839	1	Salami	Small	Friday	17	Munich District Five	Student	29
840	3	Funghi	Medium	Wednesday	13	Munich District Five	Student	36
841	2	Magherita	Medium	Saturday	21	Munich District One	Student	11
842	3	Paprika	Small	Thursday	18	Munich District Four	Adult	11
843	4	Speciale	Medium	Friday	20	Munich District Two	Adult	43
844	2	Magherita	Large	Friday	18	Munich District Three	Teenager	21
845	3	Salami	Large	Saturday	13	Munich District Three	Student	21
846	1	Funghi	Large	Thursday	12	Munich District Two	Student	21
848	2	Calzone	Small	Saturday	19	Munich District One	Student	29
849	6	Salami	Small	Tuesday	13	Munich District One	Adult	44
850	2	Salami	Small	Tuesday	19	Munich District Two	Adult	36
851	1	Salami	Small	Wednesday	18	Munich District Three	Teenager	29
852	1	Calzone	Small	Saturday	20	Munich District Two	Student	6
854	3	Salami	Medium	Saturday	21	Munich District Four	Teenager	10
855	3	Salami	Small	Friday	11	Munich District Two	Student	21
856	1	Speciale	Medium	Sunday	14	Munich District One	Adult	11
857	1	Magherita	Large	Saturday	19	Munich District One	Student	37
858	4	Funghi	Small	Saturday	18	Munich District One	Senior	38
859	3	Salami	Large	Friday	21	Munich District Four	Teenager	11
860	7	Funghi	Small	Thursday	12	Munich District Two	Student	9
861	3	Salami	Small	Wednesday	19	Munich District One	Senior	29
862	1	Salami	Medium	Sunday	21	Munich District One	Teenager	11
864	2	Funghi	Small	Sunday	19	Munich District Three	Student	20
865	3	Funghi	Large	Friday	21	Munich District Four	Senior	4
866	4	Veggie	Medium	Friday	21	Munich District One	Student	29
867	3	Funghi	Large	Sunday	13	Munich District Two	Student	5
868	8	Magherita	Large	Friday	13	Munich District Four	Student	5
869	4	Funghi	Large	Wednesday	14	Munich District Three	Student	50
870	3	Speciale	Small	Wednesday	18	Munich District One	Student	38
871	2	Funghi	Small	Tuesday	20	Munich District Two	Teenager	5
873	8	Salami	Medium	Saturday	14	Munich District One	Adult	6
874	4	Salami	Medium	Sunday	12	Munich District One	Senior	21
875	1	Salami	Medium	Friday	12	Munich District One	Student	10
876	2	Salami	Medium	Saturday	13	Munich District One	Adult	10
877	4	Speciale	Large	Wednesday	12	Munich District One	Student	39
878	4	Speciale	Small	Thursday	12	Munich District Two	Student	53
879	2	Magherita	Medium	Saturday	18	Munich District One	Student	33
880	6	Magherita	Medium	Tuesday	13	Munich District One	Student	11
881	8	Salami	Small	Saturday	12	Munich District One	Student	29
882	3	Funghi	Medium	Sunday	18	Munich District One	Student	6
883	2	Salami	Large	Sunday	13	Munich District Five	Student	6
884	4	Calzone	Medium	Sunday	12	Munich District One	Adult	5
885	1	Salami	Medium	Saturday	18	Munich District One	Student	10
887	1	Speciale	Medium	Saturday	21	Munich District Three	Senior	36
888	1	Magherita	Small	Sunday	13	Munich District One	Student	10
889	6	Calzone	Large	Wednesday	12	Munich District Five	Student	28
890	2	Speciale	Small	Monday	12	Munich District One	Adult	9
891	2	Magherita	Small	Sunday	19	Munich District Two	Teenager	9
892	2	Funghi	Medium	Saturday	13	Munich District One	Student	21
894	4	Funghi	Medium	Thursday	19	Munich District Two	Student	32
895	1	Funghi	Medium	Sunday	14	Munich District One	Student	17
896	2	Funghi	Medium	Friday	13	Munich District One	Student	5
897	2	Magherita	Small	Saturday	19	Munich District Three	Student	32
898	1	Paprika	Medium	Saturday	11	Munich District Three	Student	29
899	4	Salami	Medium	Sunday	19	Munich District Two	Student	60
900	1	Salami	Small	Sunday	18	Munich District Four	Teenager	21
902	4	Funghi	Large	Friday	16	Munich District Three	Student	23
903	2	Magherita	Large	Sunday	19	Munich District Two	Teenager	52
904	6	Salami	Small	Sunday	18	Munich District One	Student	36
906	1	Magherita	Small	Saturday	12	Munich District Four	Student	46
907	3	Salami	Medium	Friday	18	Munich District One	Teenager	21
909	9	Calzone	Small	Friday	11	Munich District Four	Teenager	18
910	9	Salami	Medium	Friday	12	Munich District One	Student	36
911	1	Salami	Small	Sunday	12	Munich District Three	Teenager	31
912	1	Funghi	Small	Saturday	14	Munich District One	Student	51
913	3	Speciale	Medium	Sunday	13	Munich District Three	Student	28
914	3	Calzone	Small	Friday	14	Munich District One	Student	5
915	1	Paprika	Small	Monday	18	Munich District Four	Student	6
916	2	Salami	Small	Sunday	12	Munich District Four	Student	9
917	1	Salami	Large	Friday	20	Munich District One	Student	6
918	1	Salami	Medium	Friday	12	Munich District Two	Student	5
919	6	Funghi	Small	Sunday	12	Munich District Three	Student	44
920	1	Funghi	Small	Saturday	12	Munich District Three	Teenager	21
921	4	Calzone	Large	Sunday	18	Munich District One	Teenager	36
922	4	Calzone	Large	Friday	19	Munich District Three	Student	30
923	1	Magherita	Medium	Friday	18	Munich District Two	Adult	15
924	7	Salami	Small	Friday	18	Munich District One	Student	36
925	2	Calzone	Medium	Sunday	21	Munich District Two	Teenager	29
926	9	Salami	Small	Wednesday	12	Munich District One	Student	35
927	1	Funghi	Large	Sunday	13	Munich District One	Adult	44
928	1	Magherita	Small	Friday	18	Munich District Two	Student	10
929	1	Salami	Small	Friday	19	Munich District Five	Student	16
930	3	Funghi	Medium	Friday	18	Munich District Three	Student	9
931	1	Salami	Large	Sunday	18	Munich District One	Student	10
932	6	Salami	Small	Saturday	19	Munich District One	Student	13
934	2	Magherita	Medium	Saturday	13	Munich District Four	Adult	25
935	4	Salami	Large	Sunday	19	Munich District Three	Adult	5
936	6	Magherita	Small	Friday	12	Munich District Two	Adult	29
937	1	Calzone	Medium	Friday	16	Munich District One	Teenager	23
938	2	Salami	Medium	Thursday	18	Munich District Five	Student	4
939	3	Funghi	Large	Tuesday	12	Munich District One	Teenager	6
940	1	Paprika	Large	Friday	11	Munich District Two	Student	6
941	7	Salami	Medium	Tuesday	19	Munich District Four	Student	5
942	2	Funghi	Medium	Friday	12	Munich District One	Teenager	29
943	2	Speciale	Small	Saturday	13	Munich District One	Teenager	11
944	2	Salami	Large	Sunday	14	Munich District One	Student	6
945	2	Salami	Small	Sunday	18	Munich District Three	Student	29
946	9	Funghi	Small	Friday	13	Munich District One	Student	6
947	3	Magherita	Small	Sunday	20	Munich District One	Student	11
948	8	Salami	Small	Monday	18	Munich District One	Student	6
949	4	Speciale	Medium	Sunday	14	Munich District One	Student	17
950	1	Speciale	Large	Sunday	19	Munich District One	Student	10
951	1	Speciale	Small	Saturday	18	Munich District Three	Student	9
952	7	Funghi	Large	Monday	18	Munich District One	Adult	49
953	3	Magherita	Medium	Sunday	18	Munich District One	Student	10
954	2	Magherita	Small	Saturday	13	Munich District One	Teenager	8
955	1	Funghi	Small	Friday	18	Munich District One	Student	18
956	6	Salami	Medium	Monday	13	Munich District Two	Student	53
957	2	Funghi	Small	Monday	19	Munich District One	Teenager	5
958	7	Salami	Small	Thursday	13	Munich District Four	Teenager	21
959	2	Funghi	Small	Friday	17	Munich District One	Teenager	6
960	3	Magherita	Medium	Saturday	13	Munich District Three	Student	25
961	1	Magherita	Large	Friday	12	Munich District One	Teenager	51
962	1	Magherita	Small	Friday	13	Munich District Two	Student	10
963	1	Funghi	Large	Saturday	16	Munich District Two	Student	11
964	3	Magherita	Medium	Friday	11	Munich District Four	Student	10
965	2	Veggie	Medium	Tuesday	13	Munich District One	Senior	21
966	1	Speciale	Large	Friday	11	Munich District Two	Teenager	6
967	2	Veggie	Small	Sunday	12	Munich District One	Student	60
968	3	Salami	Large	Friday	18	Munich District One	Student	33
970	3	Magherita	Large	Sunday	13	Munich District Three	Teenager	36
971	2	Veggie	Small	Sunday	13	Munich District Five	Student	10
972	8	Salami	Large	Friday	15	Munich District Three	Adult	49
